user_id,nama,usia,jenis_kelamin,kota_asal,segmen,preferensi_kategori,budget_per_trip,tipe_akomodasi,jumlah_trip,member_sejak,rating_rata_rata,is_active
USR00389,Wisatawan_00389,46,Perempuan,Semarang,Honeymoon,Bahari|Alam|Sejarah|Pantai,3679101,Hostel,4,2024-02-24,4.8,True
USR00390,Wisatawan_00390,54,Laki-laki,Padang,Group Tour,Sejarah|Edukasi|Religi,6951466,Hostel,29,2025-09-05,4.07,True
USR00391,Wisatawan_00391,47,Perempuan,Palembang,Family,Edukasi|Petualangan|Gunung|Pantai,5811450,Midrange,11,2024-11-02,3.97,True
USR00392,Wisatawan_00392,63,Perempuan,Makassar,Honeymoon,Sejarah|Bahari|Religi,6578337,Hostel,6,2025-02-01,4.78,True
USR00393,Wisatawan_00393,64,Perempuan,Denpasar,Family,Gunung|Kuliner|Budaya|Bahari,14106895,Budget,4,2025-10-05,4.91,False
USR00394,Wisatawan_00394,53,Perempuan,Depok,Backpacker,Gunung|Alam,555291,Villa,5,2025-08-24,4.48,False
USR00395,Wisatawan_00395,37,Perempuan,Tangerang,Family,Budaya|Edukasi|Bahari|Pantai,7150624,Budget,22,2024-02-13,4.79,True
USR00396,Wisatawan_00396,48,Perempuan,Depok,Solo Traveler,Budaya|Bahari|Edukasi,6034748,Villa,20,2023-07-23,4.45,False
USR00397,Wisatawan_00397,51,Perempuan,Tangerang,Group Tour,Kuliner|Gunung|Religi|Budaya,4097627,Luxury,14,2024-08-29,3.73,True
USR00398,Wisatawan_00398,18,Laki-laki,Semarang,Group Tour,Religi|Bahari|Pantai,7861026,Hostel,25,2023-06-11,3.95,False
USR00399,Wisatawan_00399,36,Laki-laki,Depok,Group Tour,Kuliner|Petualangan|Bahari,3439575,Hostel,8,2025-03-15,4.57,False
USR00400,Wisatawan_00400,42,Laki-laki,Palembang,Family,Kuliner|Bahari|Alam|Budaya,7412076,Villa,26,2024-08-11,4.12,True
USR00401,Wisatawan_00401,29,Laki-laki,Yogyakarta,Family,Edukasi|Religi|Alam,7858602,Villa,16,2025-01-24,3.98,True
USR00402,Wisatawan_00402,21,Laki-laki,Surabaya,Group Tour,Alam|Budaya|Religi,1685647,Budget,8,2025-08-12,3.73,False
USR00403,Wisatawan_00403,31,Perempuan,Padang,Honeymoon,Sejarah|Religi|Pantai,5025254,Luxury,3,2025-04-19,3.58,False
USR00404,Wisatawan_00404,22,Laki-laki,Medan,Group Tour,Petualangan|Pantai|Gunung,5443877,Midrange,13,2023-08-20,3.87,True
USR00405,Wisatawan_00405,30,Laki-laki,Depok,Solo Traveler,Kuliner|Religi|Petualangan|Sejarah,7668334,Luxury,30,2024-04-22,3.74,True
USR00406,Wisatawan_00406,65,Laki-laki,Makassar,Group Tour,Alam|Kuliner|Sejarah,5869846,Budget,28,2022-05-19,3.83,True
USR00407,Wisatawan_00407,33,Laki-laki,Bandung,Solo Traveler,Edukasi|Gunung|Petualangan,4222216,Midrange,1,2025-11-18,4.37,False
USR00408,Wisatawan_00408,62,Perempuan,Padang,Group Tour,Kuliner|Budaya,2800166,Hostel,3,2022-04-10,4.43,True
USR00409,Wisatawan_00409,21,Laki-laki,Denpasar,Honeymoon,Gunung|Budaya|Religi|Edukasi,6907086,Luxury,18,2022-07-03,4.64,False
USR00410,Wisatawan_00410,64,Perempuan,Semarang,Family,Budaya|Alam|Pantai|Kuliner,3358241,Hostel,18,2024-06-19,4.31,False
USR00411,Wisatawan_00411,30,Perempuan,Semarang,Group Tour,Religi|Alam|Budaya|Pantai,3065538,Villa,5,2023-08-07,3.94,True
USR00412,Wisatawan_00412,52,Laki-laki,Padang,Honeymoon,Bahari|Petualangan|Budaya|Pantai,5309090,Villa,28,2024-01-29,4.66,True
USR00413,Wisatawan_00413,38,Perempuan,Medan,Backpacker,Religi|Bahari|Budaya|Alam,1880532,Luxury,11,2023-10-27,4.46,True
USR00414,Wisatawan_00414,24,Laki-laki,Jakarta,Group Tour,Budaya|Pantai,7027178,Midrange,4,2023-05-25,3.79,True
USR00415,Wisatawan_00415,54,Perempuan,Depok,Solo Traveler,Edukasi|Alam|Pantai|Budaya,7019043,Midrange,20,2025-09-20,3.52,True
USR00416,Wisatawan_00416,59,Perempuan,Padang,Solo Traveler,Pantai|Sejarah|Petualangan|Religi,2170726,Luxury,26,2025-10-16,4.74,True
USR00417,Wisatawan_00417,51,Perempuan,Surabaya,Backpacker,Bahari|Gunung,647614,Budget,24,2024-10-27,4.3,True
USR00418,Wisatawan_00418,30,Laki-laki,Bekasi,Group Tour,Budaya|Bahari|Petualangan|Sejarah,7010279,Budget,25,2022-07-16,4.36,False
USR00419,Wisatawan_00419,62,Laki-laki,Padang,Solo Traveler,Bahari|Petualangan,2373274,Villa,11,2022-06-07,3.74,False
USR00420,Wisatawan_00420,40,Perempuan,Pekanbaru,Honeymoon,Petualangan|Edukasi|Sejarah,6114416,Villa,8,2022-12-17,4.32,False
USR00421,Wisatawan_00421,53,Perempuan,Tangerang,Honeymoon,Pantai|Edukasi|Alam,4519970,Villa,1,2023-03-20,3.7,True
USR00422,Wisatawan_00422,18,Laki-laki,Pekanbaru,Honeymoon,Pantai|Alam|Budaya,3361320,Budget,2,2023-07-16,4.03,True
USR00423,Wisatawan_00423,34,Laki-laki,Medan,Honeymoon,Alam|Gunung|Petualangan,6383476,Villa,30,2024-11-24,4.6,True
USR00424,Wisatawan_00424,48,Laki-laki,Bekasi,Family,Alam|Pantai|Petualangan|Bahari,11191918,Budget,30,2024-03-30,4.02,False
USR00425,Wisatawan_00425,44,Laki-laki,Yogyakarta,Backpacker,Petualangan|Pantai|Alam|Religi,975461,Budget,11,2023-02-03,4.35,True
USR00426,Wisatawan_00426,50,Laki-laki,Yogyakarta,Family,Petualangan|Religi|Gunung|Bahari,5570227,Hostel,10,2023-11-28,3.72,True
USR00427,Wisatawan_00427,23,Laki-laki,Depok,Solo Traveler,Alam|Gunung|Petualangan,6293591,Villa,14,2022-03-16,3.7,True
USR00428,Wisatawan_00428,48,Perempuan,Palembang,Group Tour,Edukasi|Kuliner|Bahari|Gunung,3161854,Budget,9,2023-09-16,3.99,True
USR00429,Wisatawan_00429,25,Perempuan,Semarang,Solo Traveler,Sejarah|Edukasi,5052916,Villa,21,2025-12-25,4.65,True
USR00430,Wisatawan_00430,40,Laki-laki,Tangerang,Group Tour,Kuliner|Edukasi,5209527,Luxury,5,2025-08-21,3.67,True
USR00431,Wisatawan_00431,33,Perempuan,Jakarta,Group Tour,Gunung|Alam|Religi,2738805,Hostel,1,2024-04-04,3.81,True
USR00432,Wisatawan_00432,31,Perempuan,Depok,Group Tour,Edukasi|Budaya|Pantai,5889472,Hostel,19,2022-05-26,4.29,True
USR00433,Wisatawan_00433,28,Laki-laki,Padang,Backpacker,Edukasi|Alam|Pantai|Kuliner,1095619,Budget,3,2023-12-10,4.49,True
USR00434,Wisatawan_00434,24,Perempuan,Medan,Backpacker,Bahari|Gunung|Sejarah,1113407,Hostel,28,2022-10-09,4.3,True
USR00435,Wisatawan_00435,30,Laki-laki,Jakarta,Group Tour,Bahari|Alam,5341867,Luxury,16,2023-11-30,4.62,True
USR00436,Wisatawan_00436,40,Perempuan,Medan,Honeymoon,Alam|Pantai|Edukasi|Kuliner,4481127,Budget,18,2024-07-19,3.84,True
USR00437,Wisatawan_00437,43,Perempuan,Depok,Family,Edukasi|Kuliner|Petualangan|Gunung,4472955,Villa,5,2023-09-23,4.96,True
USR00438,Wisatawan_00438,46,Laki-laki,Yogyakarta,Group Tour,Edukasi|Bahari,2605384,Midrange,28,2025-05-06,3.96,True
USR00439,Wisatawan_00439,45,Laki-laki,Semarang,Family,Bahari|Edukasi,14009741,Budget,6,2024-05-03,4.76,True
USR00440,Wisatawan_00440,64,Perempuan,Palembang,Backpacker,Religi|Alam|Budaya,1168336,Midrange,4,2025-05-19,3.78,True
USR00441,Wisatawan_00441,56,Laki-laki,Bekasi,Group Tour,Kuliner|Pantai,6636864,Luxury,3,2022-04-05,4.67,True
USR00442,Wisatawan_00442,50,Perempuan,Bandung,Group Tour,Religi|Edukasi|Budaya,5432273,Midrange,7,2024-11-06,3.55,True
USR00443,Wisatawan_00443,35,Laki-laki,Padang,Solo Traveler,Gunung|Budaya,3366920,Hostel,28,2022-08-29,4.23,True
USR00444,Wisatawan_00444,47,Perempuan,Padang,Family,Edukasi|Petualangan,10173194,Luxury,13,2022-09-09,4.91,True
USR00445,Wisatawan_00445,51,Perempuan,Pekanbaru,Backpacker,Kuliner|Bahari,1447093,Villa,13,2025-11-24,4.34,True
USR00446,Wisatawan_00446,30,Perempuan,Balikpapan,Honeymoon,Alam|Religi|Budaya,5187245,Hostel,10,2022-09-06,4.88,True
USR00447,Wisatawan_00447,47,Laki-laki,Bandung,Solo Traveler,Bahari|Budaya|Petualangan|Kuliner,2258672,Luxury,15,2025-12-23,3.77,True
USR00448,Wisatawan_00448,47,Perempuan,Denpasar,Backpacker,Budaya|Gunung|Bahari|Pantai,1024460,Hostel,21,2024-01-31,3.63,False
USR00449,Wisatawan_00449,64,Laki-laki,Palembang,Group Tour,Petualangan|Pantai|Budaya|Religi,6634436,Villa,28,2022-06-03,4.79,True
USR00450,Wisatawan_00450,27,Laki-laki,Palembang,Family,Alam|Religi|Edukasi,14946174,Midrange,4,2025-05-19,4.94,True
USR00451,Wisatawan_00451,57,Perempuan,Tangerang,Honeymoon,Bahari|Pantai|Religi,1602406,Midrange,7,2022-10-26,4.49,False
USR00452,Wisatawan_00452,44,Laki-laki,Medan,Solo Traveler,Alam|Bahari|Kuliner|Pantai,2166096,Midrange,5,2025-10-23,4.48,True
USR00453,Wisatawan_00453,27,Perempuan,Semarang,Backpacker,Pantai|Gunung,1898793,Hostel,6,2025-03-19,4.51,True
USR00454,Wisatawan_00454,47,Laki-laki,Surabaya,Group Tour,Sejarah|Edukasi|Petualangan,4521481,Budget,25,2023-09-21,4.76,True
USR00455,Wisatawan_00455,36,Laki-laki,Denpasar,Solo Traveler,Sejarah|Bahari|Petualangan,2628651,Villa,7,2022-03-20,3.81,True
USR00456,Wisatawan_00456,24,Laki-laki,Tangerang,Group Tour,Edukasi|Alam|Petualangan|Bahari,7621406,Luxury,9,2023-03-04,4.36,True
USR00457,Wisatawan_00457,26,Perempuan,Depok,Group Tour,Religi|Edukasi|Budaya|Alam,6219718,Midrange,23,2024-06-28,4.97,True
USR00458,Wisatawan_00458,25,Laki-laki,Denpasar,Backpacker,Edukasi|Petualangan,1474935,Hostel,2,2024-03-31,4.02,True
USR00459,Wisatawan_00459,18,Perempuan,Makassar,Family,Alam|Edukasi,14576565,Villa,18,2024-04-20,4.65,True
USR00460,Wisatawan_00460,61,Perempuan,Denpasar,Honeymoon,Edukasi|Pantai|Budaya|Gunung,4363548,Luxury,27,2024-03-22,4.88,False
USR00461,Wisatawan_00461,48,Laki-laki,Tangerang,Backpacker,Religi|Bahari,1854030,Luxury,15,2023-10-19,4.89,True
USR00462,Wisatawan_00462,51,Perempuan,Depok,Honeymoon,Pantai|Kuliner|Sejarah|Petualangan,6239082,Luxury,3,2025-04-13,3.92,True
USR00463,Wisatawan_00463,39,Laki-laki,Bekasi,Solo Traveler,Petualangan|Budaya|Gunung|Edukasi,6755553,Luxury,23,2024-05-09,4.56,True
USR00464,Wisatawan_00464,44,Laki-laki,Semarang,Backpacker,Alam|Kuliner|Edukasi,1542398,Midrange,4,2024-01-08,4.68,True
USR00465,Wisatawan_00465,23,Laki-laki,Padang,Solo Traveler,Bahari|Budaya|Kuliner,5744591,Luxury,30,2023-05-29,4.6,True
USR00466,Wisatawan_00466,38,Laki-laki,Medan,Family,Pantai|Religi|Petualangan|Sejarah,4648387,Villa,4,2026-02-04,3.97,True
USR00467,Wisatawan_00467,61,Perempuan,Tangerang,Group Tour,Gunung|Bahari,2230445,Luxury,1,2022-11-18,4.64,True
USR00468,Wisatawan_00468,38,Perempuan,Makassar,Family,Sejarah|Religi|Gunung|Budaya,6230379,Midrange,6,2024-08-01,3.67,True
USR00469,Wisatawan_00469,31,Perempuan,Makassar,Group Tour,Alam|Kuliner,4438681,Midrange,3,2024-05-16,4.42,True
USR00470,Wisatawan_00470,52,Laki-laki,Jakarta,Solo Traveler,Pantai|Gunung|Petualangan,1925522,Budget,3,2023-09-23,4.09,False
USR00471,Wisatawan_00471,57,Perempuan,Pekanbaru,Honeymoon,Bahari|Gunung,4120942,Hostel,19,2025-05-19,3.64,False
USR00472,Wisatawan_00472,24,Perempuan,Tangerang,Solo Traveler,Kuliner|Budaya,4103754,Villa,9,2024-01-30,4.09,True
USR00473,Wisatawan_00473,38,Laki-laki,Surabaya,Solo Traveler,Gunung|Sejarah|Religi,5589502,Hostel,28,2025-02-28,3.92,True
USR00474,Wisatawan_00474,56,Laki-laki,Palembang,Group Tour,Gunung|Sejarah|Edukasi|Petualangan,2568658,Luxury,18,2023-07-14,4.1,False
USR00475,Wisatawan_00475,33,Laki-laki,Tangerang,Group Tour,Gunung|Sejarah|Kuliner,3544228,Villa,14,2023-09-05,4.35,True
USR00476,Wisatawan_00476,52,Laki-laki,Denpasar,Family,Edukasi|Religi|Gunung|Alam,5903892,Villa,15,2024-04-17,4.33,False
USR00477,Wisatawan_00477,29,Laki-laki,Bekasi,Honeymoon,Edukasi|Petualangan,4904044,Luxury,16,2022-07-03,4.49,True
USR00478,Wisatawan_00478,31,Laki-laki,Padang,Family,Budaya|Religi,12743668,Villa,10,2023-12-07,4.42,False
USR00479,Wisatawan_00479,30,Perempuan,Makassar,Family,Alam|Petualangan|Sejarah|Pantai,14433954,Villa,1,2022-09-09,4.98,False
USR00480,Wisatawan_00480,26,Perempuan,Balikpapan,Honeymoon,Pantai|Edukasi|Sejarah|Bahari,2023537,Luxury,28,2025-12-11,3.85,False
USR00481,Wisatawan_00481,58,Perempuan,Palembang,Honeymoon,Petualangan|Bahari|Kuliner,7470790,Midrange,16,2025-05-04,3.78,False
USR00482,Wisatawan_00482,41,Perempuan,Pekanbaru,Solo Traveler,Budaya|Edukasi|Pantai|Religi,2794087,Budget,5,2023-05-23,4.49,True
USR00483,Wisatawan_00483,23,Perempuan,Pekanbaru,Family,Edukasi|Petualangan|Budaya,13775047,Hostel,17,2023-09-28,4.33,False
USR00484,Wisatawan_00484,42,Laki-laki,Palembang,Honeymoon,Pantai|Religi|Kuliner|Sejarah,3393652,Villa,9,2023-10-25,4.89,True
USR00485,Wisatawan_00485,20,Perempuan,Denpasar,Backpacker,Gunung|Religi|Edukasi,1691496,Midrange,24,2023-03-02,4.98,True
USR00486,Wisatawan_00486,47,Laki-laki,Medan,Group Tour,Gunung|Bahari|Alam,2156279,Villa,2,2024-03-11,4.3,True
USR00487,Wisatawan_00487,48,Perempuan,Bekasi,Solo Traveler,Sejarah|Petualangan|Edukasi|Bahari,5800529,Luxury,10,2025-03-06,3.55,True
USR00488,Wisatawan_00488,64,Laki-laki,Yogyakarta,Group Tour,Edukasi|Budaya|Pantai,3684755,Luxury,26,2022-08-14,3.54,False
USR00489,Wisatawan_00489,23,Laki-laki,Pekanbaru,Family,Alam|Budaya|Edukasi,11482495,Luxury,28,2024-09-04,3.52,True
USR00490,Wisatawan_00490,56,Laki-laki,Yogyakarta,Family,Sejarah|Budaya|Alam,12928255,Midrange,16,2025-02-07,4.7,True
USR00491,Wisatawan_00491,39,Laki-laki,Pekanbaru,Backpacker,Petualangan|Edukasi|Kuliner,804234,Hostel,24,2022-07-18,3.75,True
USR00492,Wisatawan_00492,21,Laki-laki,Jakarta,Honeymoon,Religi|Petualangan,7837458,Hostel,10,2023-06-13,4.62,True
USR00493,Wisatawan_00493,42,Perempuan,Bandung,Solo Traveler,Petualangan|Pantai|Alam|Edukasi,5481145,Hostel,13,2022-04-25,3.97,True
USR00494,Wisatawan_00494,24,Perempuan,Pekanbaru,Group Tour,Edukasi|Alam|Sejarah,6847101,Luxury,9,2025-07-26,3.88,False
USR00495,Wisatawan_00495,47,Laki-laki,Depok,Family,Budaya|Sejarah|Pantai,14272441,Budget,27,2025-09-26,3.52,True
USR00496,Wisatawan_00496,51,Perempuan,Semarang,Backpacker,Alam|Edukasi,1937596,Midrange,2,2025-12-26,4.43,True
USR00497,Wisatawan_00497,56,Laki-laki,Denpasar,Family,Gunung|Budaya,13056011,Hostel,22,2022-06-27,4.35,True
USR00498,Wisatawan_00498,25,Perempuan,Tangerang,Family,Gunung|Religi|Alam|Petualangan,7250268,Hostel,23,2022-05-17,4.65,True
USR00499,Wisatawan_00499,34,Perempuan,Padang,Family,Petualangan|Edukasi,4241464,Luxury,2,2024-09-02,4.93,True
USR00500,Wisatawan_00500,29,Perempuan,Balikpapan,Solo Traveler,Edukasi|Petualangan,2082156,Midrange,21,2023-05-12,3.66,False
USR00501,Wisatawan_00501,31,Laki-laki,Balikpapan,Group Tour,Alam|Gunung|Pantai,6896711,Budget,3,2022-11-30,4.59,False
USR00502,Wisatawan_00502,19,Laki-laki,Balikpapan,Solo Traveler,Petualangan|Alam,2748680,Midrange,23,2024-04-08,4.86,True
USR00503,Wisatawan_00503,50,Perempuan,Palembang,Solo Traveler,Gunung|Bahari|Kuliner|Pantai,5510924,Hostel,23,2023-06-01,3.68,True
USR00504,Wisatawan_00504,39,Laki-laki,Yogyakarta,Honeymoon,Gunung|Sejarah|Bahari|Pantai,4860600,Hostel,25,2024-06-29,4.47,True
USR00505,Wisatawan_00505,53,Laki-laki,Makassar,Backpacker,Petualangan|Gunung|Sejarah|Kuliner,1305649,Budget,29,2022-07-28,4.16,True
USR00506,Wisatawan_00506,26,Laki-laki,Denpasar,Backpacker,Kuliner|Religi|Petualangan|Pantai,904944,Villa,21,2024-05-23,4.25,False
USR00507,Wisatawan_00507,19,Laki-laki,Semarang,Backpacker,Pantai|Petualangan|Gunung|Religi,1211532,Villa,15,2022-04-26,4.81,True
USR00508,Wisatawan_00508,65,Laki-laki,Jakarta,Group Tour,Budaya|Religi|Pantai|Kuliner,3454425,Villa,2,2024-10-03,4.55,True
USR00509,Wisatawan_00509,18,Laki-laki,Balikpapan,Family,Gunung|Religi|Budaya,13614297,Villa,3,2025-07-10,3.67,True
USR00510,Wisatawan_00510,22,Perempuan,Padang,Family,Petualangan|Sejarah|Gunung|Bahari,10150641,Villa,18,2025-05-07,3.98,True
USR00511,Wisatawan_00511,20,Perempuan,Surabaya,Group Tour,Alam|Budaya,2954984,Hostel,6,2022-03-19,4.05,True
USR00512,Wisatawan_00512,46,Laki-laki,Bandung,Family,Edukasi|Petualangan,12764101,Midrange,1,2023-05-22,3.62,True
USR00513,Wisatawan_00513,29,Perempuan,Palembang,Backpacker,Religi|Budaya|Kuliner|Gunung,1982143,Luxury,17,2023-08-05,4.12,True
USR00514,Wisatawan_00514,57,Laki-laki,Denpasar,Backpacker,Edukasi|Gunung|Alam,1750472,Luxury,14,2026-02-03,4.34,True
USR00515,Wisatawan_00515,25,Perempuan,Pekanbaru,Group Tour,Bahari|Kuliner|Religi|Petualangan,2302654,Midrange,9,2025-10-27,3.79,True
USR00516,Wisatawan_00516,61,Laki-laki,Bandung,Solo Traveler,Pantai|Edukasi|Sejarah|Budaya,5673456,Midrange,14,2024-09-16,4.0,False
USR00517,Wisatawan_00517,20,Laki-laki,Bandung,Backpacker,Religi|Bahari,610009,Budget,3,2024-10-19,4.58,True
USR00518,Wisatawan_00518,44,Perempuan,Medan,Family,Sejarah|Kuliner,14355701,Budget,8,2023-10-22,4.8,False
USR00519,Wisatawan_00519,32,Perempuan,Jakarta,Backpacker,Budaya|Kuliner|Religi,1487738,Midrange,13,2024-01-10,3.7,True
USR00520,Wisatawan_00520,58,Laki-laki,Semarang,Honeymoon,Pantai|Edukasi,3762361,Luxury,5,2025-06-30,4.78,False
USR00521,Wisatawan_00521,44,Laki-laki,Balikpapan,Family,Edukasi|Budaya|Bahari,8764248,Villa,18,2024-10-30,3.63,False
USR00522,Wisatawan_00522,31,Perempuan,Makassar,Group Tour,Petualangan|Kuliner,5471913,Midrange,11,2023-09-07,4.37,True
USR00523,Wisatawan_00523,54,Laki-laki,Jakarta,Backpacker,Bahari|Pantai|Petualangan,1376131,Villa,13,2023-06-07,4.71,True
USR00524,Wisatawan_00524,46,Laki-laki,Depok,Solo Traveler,Petualangan|Kuliner,3517556,Midrange,12,2024-06-17,3.86,True
USR00525,Wisatawan_00525,19,Perempuan,Bandung,Solo Traveler,Religi|Pantai|Edukasi|Kuliner,7112277,Midrange,28,2023-11-05,3.78,True
USR00526,Wisatawan_00526,58,Laki-laki,Pekanbaru,Solo Traveler,Gunung|Petualangan|Sejarah|Alam,7404758,Budget,10,2023-09-24,4.63,True
USR00527,Wisatawan_00527,61,Perempuan,Denpasar,Backpacker,Bahari|Sejarah,1801188,Budget,4,2023-12-21,4.05,True
USR00528,Wisatawan_00528,41,Laki-laki,Depok,Honeymoon,Kuliner|Budaya|Sejarah|Gunung,2970249,Villa,4,2022-06-24,4.22,True
USR00529,Wisatawan_00529,65,Perempuan,Balikpapan,Family,Bahari|Petualangan|Alam,8376490,Budget,3,2024-01-11,4.02,False
USR00530,Wisatawan_00530,50,Perempuan,Denpasar,Group Tour,Bahari|Alam|Religi|Edukasi,2529361,Luxury,26,2022-05-06,4.92,True
USR00531,Wisatawan_00531,30,Laki-laki,Palembang,Solo Traveler,Alam|Gunung,2232398,Budget,6,2024-07-27,3.67,True
USR00532,Wisatawan_00532,49,Laki-laki,Makassar,Family,Bahari|Budaya|Religi,6426849,Luxury,14,2023-08-18,4.61,True
USR00533,Wisatawan_00533,36,Laki-laki,Pekanbaru,Family,Bahari|Sejarah,4056117,Hostel,19,2024-03-12,4.48,True
USR00534,Wisatawan_00534,49,Perempuan,Tangerang,Group Tour,Edukasi|Budaya|Alam,7085599,Midrange,26,2024-08-29,3.84,True
USR00535,Wisatawan_00535,36,Perempuan,Makassar,Backpacker,Budaya|Edukasi|Alam,811088,Midrange,6,2022-03-27,4.86,True
USR00536,Wisatawan_00536,28,Laki-laki,Semarang,Family,Budaya|Religi|Alam|Edukasi,4961547,Midrange,7,2022-12-19,4.56,True
USR00537,Wisatawan_00537,40,Perempuan,Depok,Family,Bahari|Alam,9256474,Budget,30,2025-12-23,4.11,False
USR00538,Wisatawan_00538,27,Laki-laki,Jakarta,Solo Traveler,Bahari|Edukasi|Sejarah|Religi,4186182,Luxury,16,2024-06-29,4.95,True
USR00539,Wisatawan_00539,54,Laki-laki,Denpasar,Solo Traveler,Pantai|Budaya|Gunung,4341090,Luxury,1,2023-11-13,4.43,True
USR00540,Wisatawan_00540,46,Perempuan,Jakarta,Honeymoon,Kuliner|Bahari|Edukasi|Petualangan,2275787,Luxury,7,2025-12-28,3.63,False
USR00541,Wisatawan_00541,61,Perempuan,Medan,Backpacker,Sejarah|Bahari|Pantai,1573296,Luxury,13,2025-04-16,4.57,False
USR00542,Wisatawan_00542,41,Laki-laki,Makassar,Solo Traveler,Sejarah|Alam|Religi,4627534,Villa,3,2024-11-28,4.59,False
USR00543,Wisatawan_00543,65,Perempuan,Bandung,Solo Traveler,Petualangan|Edukasi|Budaya|Bahari,5211995,Villa,20,2025-08-20,3.72,True
USR00544,Wisatawan_00544,48,Laki-laki,Balikpapan,Group Tour,Petualangan|Gunung|Pantai|Kuliner,4313679,Luxury,14,2025-02-19,4.33,True
USR00545,Wisatawan_00545,30,Perempuan,Depok,Family,Pantai|Alam|Bahari,9405029,Hostel,18,2023-07-09,3.84,True
USR00546,Wisatawan_00546,27,Perempuan,Surabaya,Honeymoon,Alam|Petualangan|Budaya|Kuliner,4018003,Midrange,1,2025-06-13,4.65,False
USR00547,Wisatawan_00547,22,Perempuan,Bekasi,Group Tour,Edukasi|Petualangan|Alam,7754257,Hostel,23,2025-06-13,4.06,True
USR00548,Wisatawan_00548,34,Laki-laki,Bandung,Family,Religi|Budaya|Sejarah,12758543,Midrange,2,2024-08-03,4.04,True
USR00549,Wisatawan_00549,21,Laki-laki,Depok,Honeymoon,Budaya|Gunung,3946655,Villa,25,2025-03-07,4.32,True
USR00550,Wisatawan_00550,61,Perempuan,Surabaya,Honeymoon,Edukasi|Sejarah|Budaya|Pantai,3777162,Midrange,17,2024-07-16,4.06,False
USR00551,Wisatawan_00551,44,Laki-laki,Medan,Honeymoon,Bahari|Kuliner,2867587,Midrange,26,2022-12-26,4.42,True
USR00552,Wisatawan_00552,44,Laki-laki,Pekanbaru,Solo Traveler,Pantai|Religi,2140892,Luxury,10,2022-03-30,4.04,False
USR00553,Wisatawan_00553,56,Perempuan,Bandung,Group Tour,Alam|Pantai|Gunung|Religi,7905453,Midrange,28,2022-03-24,3.71,True
USR00554,Wisatawan_00554,37,Laki-laki,Surabaya,Family,Gunung|Edukasi|Pantai,6520547,Hostel,25,2023-09-13,3.56,True
USR00555,Wisatawan_00555,20,Laki-laki,Tangerang,Group Tour,Alam|Pantai,6475922,Budget,10,2022-05-17,3.52,True
USR00556,Wisatawan_00556,25,Laki-laki,Bandung,Group Tour,Sejarah|Pantai|Gunung|Religi,3223030,Luxury,19,2024-03-02,4.03,True
USR00557,Wisatawan_00557,50,Laki-laki,Pekanbaru,Group Tour,Pantai|Bahari|Kuliner|Sejarah,2073252,Midrange,10,2025-02-26,4.85,True
USR00558,Wisatawan_00558,64,Perempuan,Semarang,Backpacker,Edukasi|Budaya|Religi|Sejarah,948822,Budget,6,2024-02-17,4.97,False
USR00559,Wisatawan_00559,31,Perempuan,Surabaya,Group Tour,Gunung|Religi|Edukasi,3408863,Villa,5,2023-05-04,4.64,True
USR00560,Wisatawan_00560,53,Perempuan,Tangerang,Backpacker,Petualangan|Alam,672486,Hostel,20,2024-05-15,4.53,False
USR00561,Wisatawan_00561,32,Perempuan,Pekanbaru,Group Tour,Kuliner|Gunung|Religi,4916530,Luxury,6,2026-01-17,5.0,False
USR00562,Wisatawan_00562,61,Perempuan,Depok,Backpacker,Gunung|Edukasi|Budaya|Kuliner,1331247,Hostel,23,2022-10-22,4.97,True
USR00563,Wisatawan_00563,22,Perempuan,Medan,Honeymoon,Petualangan|Gunung|Kuliner|Edukasi,3170057,Hostel,24,2023-04-27,3.92,True
USR00564,Wisatawan_00564,59,Perempuan,Yogyakarta,Solo Traveler,Petualangan|Religi|Alam|Gunung,4487160,Hostel,4,2025-06-07,3.88,False
USR00565,Wisatawan_00565,32,Laki-laki,Denpasar,Family,Gunung|Religi,3498677,Budget,6,2023-12-22,4.41,True
USR00566,Wisatawan_00566,27,Laki-laki,Padang,Honeymoon,Bahari|Religi,6717435,Hostel,7,2024-06-21,4.49,False
USR00567,Wisatawan_00567,50,Perempuan,Padang,Honeymoon,Bahari|Pantai|Edukasi|Kuliner,6050300,Budget,13,2023-08-06,3.97,False
USR00568,Wisatawan_00568,46,Laki-laki,Bandung,Solo Traveler,Alam|Budaya|Religi|Kuliner,1801831,Midrange,10,2023-12-09,4.23,True
USR00569,Wisatawan_00569,54,Perempuan,Tangerang,Solo Traveler,Budaya|Bahari|Pantai|Kuliner,7037140,Luxury,16,2022-10-21,4.96,True
USR00570,Wisatawan_00570,36,Laki-laki,Bekasi,Honeymoon,Budaya|Sejarah,2015261,Luxury,26,2022-11-05,3.54,True
USR00571,Wisatawan_00571,42,Perempuan,Semarang,Backpacker,Sejarah|Pantai|Kuliner,1397891,Midrange,8,2022-06-26,3.97,True
USR00572,Wisatawan_00572,62,Laki-laki,Semarang,Backpacker,Pantai|Bahari,1139447,Luxury,2,2023-07-15,4.49,False
USR00573,Wisatawan_00573,54,Perempuan,Jakarta,Group Tour,Religi|Pantai|Sejarah|Kuliner,5033052,Villa,13,2024-04-23,4.36,False
USR00574,Wisatawan_00574,24,Perempuan,Depok,Family,Sejarah|Budaya|Alam|Bahari,8636598,Hostel,7,2023-05-02,4.45,True
