interaction_id,user_id,destination_id,tipe_interaksi,skor_interaksi,timestamp,durasi_detik,platform,rating_diberikan,session_id
INT0002827,USR01198,DST0006,share,0.8465,2025-08-09 00:45:41,,Web,,SES287132
INT0002828,USR01387,DST0010,book,1.0,2026-02-16 04:49:41,,Desktop,,SES557570
INT0002829,USR01243,DST0021,like,0.5003,2025-05-21 03:08:41,,Android,,SES855151
INT0002830,USR01909,DST0017,book,1.0,2025-08-16 03:46:41,,iOS,,SES710448
INT0002831,USR00901,DST0012,view,0.2098,2025-08-26 08:08:41,882.0,Android,,SES245140
INT0002832,USR01141,DST0010,bookmark,0.6901,2026-02-15 07:59:41,,Web,,SES747966
INT0002833,USR01837,DST0010,view,0.2369,2025-07-28 04:53:41,339.0,Android,,SES463032
INT0002834,USR00481,DST0029,share,0.7036,2025-03-24 23:39:41,,iOS,,SES111931
INT0002835,USR01962,DST0022,view,0.1028,2025-11-16 00:04:41,279.0,Desktop,,SES429318
INT0002836,USR01294,DST0011,like,0.5295,2025-12-19 22:49:41,,Android,,SES314746
INT0002837,USR01628,DST0011,review,0.8299,2025-06-08 10:33:41,,iOS,3.6,SES244899
INT0002838,USR00549,DST0003,share,0.8868,2025-07-23 03:58:41,,iOS,,SES803025
INT0002839,USR00337,DST0007,book,1.0,2025-10-02 23:02:41,,Desktop,,SES185021
INT0002840,USR00093,DST0017,book,1.0,2025-07-15 02:52:41,,Web,,SES850445
INT0002841,USR01936,DST0022,like,0.552,2025-05-20 23:54:41,,Android,,SES849121
INT0002842,USR00106,DST0028,bookmark,0.7837,2025-07-27 03:34:41,,iOS,,SES789573
INT0002843,USR00703,DST0020,book,1.0,2025-09-16 20:57:41,,iOS,,SES921339
INT0002844,USR00897,DST0027,bookmark,0.6101,2025-04-10 08:06:41,,Android,,SES971083
INT0002845,USR01328,DST0026,review,0.8869,2026-02-18 07:54:41,,Web,4.9,SES473008
INT0002846,USR01192,DST0017,share,0.8823,2025-07-12 02:38:41,,Web,,SES333185
INT0002847,USR01028,DST0007,share,0.7493,2026-01-12 05:14:41,,Android,,SES442383
INT0002848,USR00895,DST0020,book,1.0,2025-11-07 11:31:41,,iOS,,SES879233
INT0002849,USR01386,DST0029,view,0.1923,2026-01-23 06:34:41,168.0,Web,,SES788936
INT0002850,USR00273,DST0025,share,0.7491,2025-05-30 20:29:41,,Desktop,,SES992430
INT0002851,USR01489,DST0023,view,0.1127,2025-11-05 04:54:41,258.0,Web,,SES217315
INT0002852,USR00089,DST0029,share,0.8383,2025-11-29 21:14:41,,Desktop,,SES230511
INT0002853,USR01436,DST0013,share,0.8423,2025-03-24 00:42:41,,iOS,,SES329754
INT0002854,USR01382,DST0022,book,1.0,2025-12-13 11:15:41,,Android,,SES917258
INT0002855,USR00656,DST0023,bookmark,0.7618,2025-07-10 12:18:41,,Android,,SES299621
INT0002856,USR01540,DST0012,bookmark,0.6499,2026-03-14 07:14:41,,Android,,SES933355
INT0002857,USR01588,DST0009,review,0.8217,2026-01-24 11:08:41,,Web,4.1,SES693591
INT0002858,USR00948,DST0008,like,0.6284,2026-01-27 00:22:41,,iOS,,SES940284
INT0002859,USR01435,DST0022,review,0.8078,2025-06-13 19:41:41,,Desktop,4.7,SES689083
INT0002860,USR00850,DST0007,view,0.2537,2025-07-24 07:54:41,45.0,Desktop,,SES780560
INT0002861,USR00778,DST0023,review,0.8545,2025-08-01 21:31:41,,Web,3.2,SES210929
INT0002862,USR00703,DST0009,book,1.0,2025-03-21 22:56:41,,Android,,SES650951
INT0002863,USR01013,DST0005,bookmark,0.6449,2025-11-13 00:55:41,,Web,,SES265918
INT0002864,USR00235,DST0022,bookmark,0.7557,2026-02-18 23:39:41,,Android,,SES226419
INT0002865,USR01436,DST0009,like,0.6456,2025-10-14 09:52:41,,Web,,SES933224
INT0002866,USR01194,DST0015,like,0.5932,2025-03-28 06:36:41,,Web,,SES513214
INT0002867,USR01882,DST0024,bookmark,0.7793,2025-12-15 02:40:41,,Desktop,,SES919245
INT0002868,USR01282,DST0020,review,0.9577,2026-01-23 00:00:41,,Android,4.5,SES603617
INT0002869,USR01540,DST0007,share,0.8194,2025-12-17 21:29:41,,Android,,SES124469
INT0002870,USR00066,DST0016,book,1.0,2025-06-03 08:37:41,,Desktop,,SES770426
INT0002871,USR00513,DST0003,review,0.8372,2025-04-12 11:29:41,,iOS,3.5,SES806797
INT0002872,USR00308,DST0006,share,0.7738,2025-09-10 05:13:41,,Web,,SES605637
INT0002873,USR01940,DST0006,share,0.7349,2025-10-25 10:23:41,,Android,,SES577734
INT0002874,USR00639,DST0001,share,0.8541,2025-05-17 20:07:41,,Desktop,,SES226466
INT0002875,USR00448,DST0016,share,0.7905,2025-12-26 23:44:41,,iOS,,SES131167
INT0002876,USR01116,DST0016,review,0.9001,2025-04-23 00:29:41,,iOS,4.8,SES327812
INT0002877,USR00648,DST0026,book,1.0,2025-09-30 00:34:41,,Web,,SES892663
INT0002878,USR01716,DST0024,view,0.2216,2025-08-09 04:38:41,503.0,iOS,,SES936286
INT0002879,USR01109,DST0006,review,0.9771,2025-05-20 20:26:41,,Web,3.5,SES148829
INT0002880,USR01153,DST0003,review,0.9829,2025-10-04 08:51:41,,Desktop,4.0,SES127268
INT0002881,USR00395,DST0004,share,0.8219,2025-11-13 06:29:41,,iOS,,SES610508
INT0002882,USR00852,DST0029,book,1.0,2026-03-15 07:55:41,,Android,,SES683651
INT0002883,USR00596,DST0027,bookmark,0.7018,2025-10-19 06:39:41,,Web,,SES195615
INT0002884,USR01857,DST0019,bookmark,0.7079,2026-01-06 02:08:41,,Web,,SES157154
INT0002885,USR01917,DST0029,view,0.1094,2026-01-20 10:34:41,147.0,Web,,SES595553
INT0002886,USR01609,DST0024,book,1.0,2025-05-14 01:20:41,,iOS,,SES597976
INT0002887,USR00346,DST0012,bookmark,0.714,2025-03-21 03:07:41,,Android,,SES574934
INT0002888,USR01181,DST0011,review,0.8297,2026-01-25 07:52:41,,Desktop,4.0,SES690910
INT0002889,USR00023,DST0015,bookmark,0.7087,2025-11-17 04:24:41,,Android,,SES581281
INT0002890,USR00428,DST0015,book,1.0,2025-03-22 01:49:41,,Android,,SES399588
INT0002891,USR01300,DST0022,bookmark,0.7436,2026-01-22 06:48:41,,Web,,SES120268
INT0002892,USR01363,DST0027,bookmark,0.6602,2025-06-13 23:58:41,,iOS,,SES977733
INT0002893,USR00672,DST0023,share,0.7468,2025-04-15 22:06:41,,Desktop,,SES910834
INT0002894,USR00615,DST0029,review,0.9471,2025-09-10 03:49:41,,Android,3.9,SES793228
INT0002895,USR01937,DST0026,bookmark,0.621,2025-10-25 00:51:41,,Android,,SES134987
INT0002896,USR01109,DST0022,bookmark,0.729,2026-02-27 07:30:41,,iOS,,SES542326
INT0002897,USR00688,DST0002,review,0.9011,2025-08-25 02:20:41,,Desktop,4.2,SES799047
INT0002898,USR00977,DST0018,review,0.9248,2025-08-29 21:30:41,,Desktop,3.6,SES417451
INT0002899,USR01445,DST0016,like,0.5167,2025-08-12 05:53:41,,Web,,SES600183
INT0002900,USR01892,DST0022,share,0.859,2025-12-22 12:06:41,,iOS,,SES427220
INT0002901,USR01107,DST0026,bookmark,0.7888,2025-11-08 06:43:41,,Android,,SES174376
INT0002902,USR01487,DST0027,bookmark,0.6908,2025-09-07 07:34:41,,Desktop,,SES520429
INT0002903,USR01819,DST0025,review,0.8901,2026-01-08 23:25:41,,Android,4.1,SES367221
INT0002904,USR00816,DST0008,view,0.1845,2025-10-05 08:04:41,321.0,iOS,,SES268460
INT0002905,USR00489,DST0016,bookmark,0.6421,2025-07-08 03:05:41,,Android,,SES376216
INT0002906,USR01191,DST0008,book,1.0,2025-11-26 01:11:41,,Android,,SES946014
INT0002907,USR00807,DST0014,share,0.8832,2025-03-31 19:25:41,,iOS,,SES985258
INT0002908,USR01100,DST0003,view,0.1079,2025-04-30 09:59:41,18.0,Desktop,,SES934830
INT0002909,USR00526,DST0010,book,1.0,2025-11-23 11:13:41,,Desktop,,SES462478
INT0002910,USR00008,DST0005,book,1.0,2025-06-01 00:16:41,,Android,,SES479115
INT0002911,USR01960,DST0007,bookmark,0.7171,2025-04-21 10:19:41,,Desktop,,SES881514
INT0002912,USR00808,DST0004,share,0.738,2025-05-09 21:12:41,,Desktop,,SES815289
INT0002913,USR00092,DST0004,share,0.7792,2025-08-13 07:40:41,,Android,,SES611043
INT0002914,USR01523,DST0011,view,0.1912,2025-06-27 02:31:41,882.0,Web,,SES995240
INT0002915,USR01398,DST0008,bookmark,0.6206,2025-03-30 02:52:41,,Web,,SES209668
INT0002916,USR00611,DST0004,share,0.7769,2025-12-26 01:22:41,,iOS,,SES739150
INT0002917,USR01471,DST0015,book,1.0,2025-06-04 11:42:41,,Desktop,,SES325913
INT0002918,USR01817,DST0012,bookmark,0.7967,2026-01-15 21:40:41,,Web,,SES235463
INT0002919,USR00659,DST0007,bookmark,0.6015,2025-08-01 10:27:41,,Web,,SES930056
INT0002920,USR01973,DST0020,bookmark,0.7325,2025-05-28 21:24:41,,iOS,,SES139400
INT0002921,USR01311,DST0025,like,0.6332,2026-02-03 08:25:41,,Web,,SES237804
INT0002922,USR00137,DST0005,view,0.2609,2025-09-11 23:29:41,46.0,Android,,SES651828
INT0002923,USR00583,DST0018,share,0.7662,2026-03-10 11:48:41,,iOS,,SES291694
INT0002924,USR00339,DST0020,view,0.2905,2025-04-28 19:46:41,887.0,Desktop,,SES622062
INT0002925,USR00440,DST0020,book,1.0,2025-03-31 09:24:41,,Desktop,,SES363387
INT0002926,USR01392,DST0017,book,1.0,2025-06-19 05:29:41,,Desktop,,SES482047
INT0002927,USR01302,DST0005,view,0.1608,2026-03-01 09:49:41,137.0,Desktop,,SES360739
INT0002928,USR01798,DST0006,bookmark,0.692,2025-07-12 00:08:41,,Desktop,,SES899639
INT0002929,USR01633,DST0006,like,0.5851,2025-07-13 00:21:41,,iOS,,SES998462
INT0002930,USR00006,DST0003,bookmark,0.6848,2025-03-30 02:57:41,,Android,,SES932518
INT0002931,USR01234,DST0011,book,1.0,2026-01-08 10:30:41,,Android,,SES953616
INT0002932,USR01847,DST0004,book,1.0,2025-04-05 21:16:41,,iOS,,SES959776
INT0002933,USR00521,DST0002,book,1.0,2025-10-07 11:42:41,,Desktop,,SES491682
INT0002934,USR00671,DST0017,book,1.0,2025-09-11 09:45:41,,Web,,SES826793
INT0002935,USR00891,DST0027,bookmark,0.6351,2026-01-17 01:33:41,,Web,,SES236831
INT0002936,USR01450,DST0014,share,0.8526,2025-10-18 07:27:41,,Web,,SES283175
INT0002937,USR00391,DST0017,view,0.2951,2025-03-26 03:06:41,330.0,Desktop,,SES622966
INT0002938,USR00921,DST0020,like,0.5507,2025-07-02 07:33:41,,iOS,,SES171289
INT0002939,USR01884,DST0016,bookmark,0.7463,2025-11-17 10:05:41,,Desktop,,SES328269
INT0002940,USR00128,DST0028,book,1.0,2025-10-21 06:43:41,,Desktop,,SES998041
INT0002941,USR01982,DST0020,review,0.8979,2026-02-02 20:04:41,,iOS,4.4,SES889789
INT0002942,USR01045,DST0011,review,0.9753,2025-08-21 00:00:41,,iOS,3.8,SES590169
INT0002943,USR00840,DST0004,review,0.9859,2025-09-08 06:47:41,,Android,3.1,SES413538
INT0002944,USR01652,DST0020,book,1.0,2025-05-06 21:47:41,,Android,,SES167248
INT0002945,USR01000,DST0003,book,1.0,2025-06-18 08:56:41,,iOS,,SES772909
INT0002946,USR00240,DST0012,share,0.7781,2025-04-18 22:49:41,,Desktop,,SES537739
INT0002947,USR01250,DST0001,bookmark,0.6304,2025-05-17 22:02:41,,Web,,SES844821
INT0002948,USR00917,DST0003,review,0.9413,2025-03-31 11:14:41,,iOS,3.3,SES573602
INT0002949,USR00749,DST0020,like,0.5362,2025-08-15 12:03:41,,Android,,SES440398
INT0002950,USR00840,DST0023,bookmark,0.7941,2025-04-23 21:05:41,,Web,,SES981256
INT0002951,USR00810,DST0007,view,0.2581,2025-03-22 22:00:41,555.0,Desktop,,SES660503
INT0002952,USR01925,DST0028,like,0.6365,2025-05-08 22:38:41,,Android,,SES255845
INT0002953,USR00736,DST0010,share,0.7386,2025-07-13 07:05:41,,Android,,SES458635
INT0002954,USR00570,DST0023,view,0.1899,2025-12-24 08:08:41,138.0,Web,,SES301190
INT0002955,USR00838,DST0018,book,1.0,2026-01-24 04:59:41,,Android,,SES916528
INT0002956,USR00960,DST0027,like,0.6637,2025-09-08 11:41:41,,Web,,SES661712
INT0002957,USR00618,DST0002,like,0.5887,2025-05-02 20:51:41,,Desktop,,SES608453
INT0002958,USR00260,DST0011,like,0.5384,2025-07-31 07:20:41,,Android,,SES846756
INT0002959,USR01648,DST0019,view,0.1811,2025-12-25 01:24:41,430.0,iOS,,SES858949
INT0002960,USR00567,DST0010,like,0.598,2025-08-31 10:20:41,,Web,,SES382668
INT0002961,USR00380,DST0026,like,0.5477,2025-05-18 04:57:41,,Desktop,,SES645470
INT0002962,USR01268,DST0017,book,1.0,2025-07-06 05:25:41,,iOS,,SES290786
INT0002963,USR00917,DST0015,bookmark,0.6015,2025-05-10 03:23:41,,Desktop,,SES109969
INT0002964,USR00696,DST0017,share,0.7281,2025-04-26 01:10:41,,Android,,SES135179
INT0002965,USR01504,DST0010,view,0.2268,2025-04-08 01:38:41,699.0,Desktop,,SES771706
INT0002966,USR00432,DST0018,bookmark,0.642,2025-05-17 22:44:41,,Desktop,,SES351536
INT0002967,USR01113,DST0007,share,0.7377,2025-11-29 08:10:41,,Web,,SES746271
INT0002968,USR00146,DST0020,review,0.9679,2026-03-13 04:42:41,,Web,4.5,SES359658
INT0002969,USR01426,DST0006,review,0.8623,2025-06-02 01:29:41,,Desktop,3.2,SES539126
INT0002970,USR00820,DST0008,like,0.537,2025-09-04 04:10:41,,Android,,SES497538
INT0002971,USR01046,DST0006,bookmark,0.6011,2026-02-18 22:28:41,,Web,,SES133143
INT0002972,USR01933,DST0028,share,0.7707,2025-10-18 11:07:41,,Web,,SES726167
INT0002973,USR01826,DST0001,share,0.8027,2025-09-18 08:34:41,,iOS,,SES331765
INT0002974,USR00619,DST0022,review,0.8307,2026-03-10 02:18:41,,Android,4.2,SES413876
INT0002975,USR00998,DST0013,view,0.1684,2025-10-21 21:34:41,284.0,iOS,,SES341323
INT0002976,USR01585,DST0010,bookmark,0.7598,2025-06-27 12:01:41,,iOS,,SES489678
INT0002977,USR01377,DST0006,review,0.9911,2025-09-04 01:03:41,,Android,4.0,SES335605
INT0002978,USR00173,DST0025,book,1.0,2025-07-27 09:57:41,,Desktop,,SES974249
INT0002979,USR01077,DST0015,like,0.5915,2025-07-22 04:17:41,,Android,,SES795378
INT0002980,USR01124,DST0005,share,0.7164,2025-11-08 21:09:41,,Android,,SES459487
INT0002981,USR00468,DST0024,review,0.9503,2025-04-22 22:01:41,,Web,4.4,SES832187
INT0002982,USR01233,DST0018,book,1.0,2025-09-29 21:43:41,,iOS,,SES248751
INT0002983,USR01831,DST0015,bookmark,0.7971,2025-08-30 12:00:41,,iOS,,SES781311
INT0002984,USR00943,DST0001,review,0.8448,2025-04-27 22:26:41,,Android,3.6,SES710683
INT0002985,USR01903,DST0006,bookmark,0.6241,2026-01-29 06:40:41,,Desktop,,SES287375
INT0002986,USR00820,DST0025,like,0.567,2025-10-26 20:41:41,,iOS,,SES873135
INT0002987,USR01185,DST0012,book,1.0,2025-09-29 03:33:41,,iOS,,SES333008
INT0002988,USR01746,DST0012,review,0.8797,2026-01-26 21:58:41,,Desktop,3.6,SES902177
INT0002989,USR01948,DST0017,book,1.0,2025-09-24 20:46:41,,iOS,,SES893986
INT0002990,USR01024,DST0002,book,1.0,2025-06-30 07:29:41,,Android,,SES357720
INT0002991,USR01733,DST0017,review,0.8865,2026-01-26 11:41:41,,Desktop,4.5,SES417038
INT0002992,USR01032,DST0016,view,0.2477,2026-01-02 03:56:41,255.0,Web,,SES524596
INT0002993,USR01480,DST0002,view,0.1869,2025-10-26 12:02:41,345.0,iOS,,SES868936
INT0002994,USR00281,DST0010,review,0.8454,2025-09-30 22:19:41,,iOS,3.3,SES867060
INT0002995,USR00045,DST0008,review,0.8742,2025-10-25 04:32:41,,iOS,4.7,SES661050
INT0002996,USR00409,DST0015,book,1.0,2025-08-25 19:53:41,,Web,,SES522837
INT0002997,USR01604,DST0004,book,1.0,2025-10-23 07:38:41,,Desktop,,SES885599
INT0002998,USR01543,DST0007,share,0.7227,2025-05-27 00:20:41,,iOS,,SES321043
INT0002999,USR01764,DST0002,bookmark,0.6113,2026-01-01 01:21:41,,Android,,SES416922
INT0003000,USR01317,DST0018,share,0.8446,2025-05-01 00:38:41,,iOS,,SES451433
INT0003001,USR01582,DST0015,book,1.0,2025-09-07 19:29:41,,iOS,,SES729512
INT0003002,USR00266,DST0019,book,1.0,2025-03-22 04:44:41,,Desktop,,SES380103
INT0003003,USR01462,DST0001,book,1.0,2026-01-16 22:23:41,,Android,,SES336822
INT0003004,USR01237,DST0005,review,0.8624,2025-07-15 00:13:41,,Desktop,4.1,SES191805
INT0003005,USR00489,DST0018,view,0.2375,2025-07-13 09:11:41,471.0,iOS,,SES837134
INT0003006,USR00829,DST0003,bookmark,0.6998,2025-09-17 08:29:41,,Web,,SES661970
INT0003007,USR00221,DST0017,view,0.229,2025-05-31 00:34:41,246.0,Android,,SES878542
INT0003008,USR01271,DST0016,book,1.0,2026-01-06 02:05:41,,iOS,,SES143940
INT0003009,USR00132,DST0026,view,0.2991,2025-11-16 00:38:41,156.0,iOS,,SES785664
INT0003010,USR01833,DST0029,book,1.0,2025-03-31 22:03:41,,Web,,SES380455
INT0003011,USR00254,DST0001,review,0.8303,2025-07-20 10:42:41,,iOS,3.5,SES894896
INT0003012,USR00615,DST0003,share,0.7999,2026-01-06 23:56:41,,iOS,,SES185557
INT0003013,USR00114,DST0020,view,0.1748,2025-07-15 10:13:41,596.0,iOS,,SES351484
INT0003014,USR01986,DST0010,view,0.1056,2025-04-07 06:02:41,708.0,Desktop,,SES313227
INT0003015,USR00218,DST0002,share,0.7563,2025-12-20 10:14:41,,Desktop,,SES925820
INT0003016,USR00885,DST0027,book,1.0,2025-12-13 10:08:41,,iOS,,SES690357
INT0003017,USR01961,DST0014,like,0.504,2026-03-12 21:27:41,,Android,,SES821956
INT0003018,USR01979,DST0029,bookmark,0.7054,2026-01-12 00:37:41,,Android,,SES505697
INT0003019,USR00706,DST0004,view,0.1958,2025-05-31 11:56:41,31.0,Android,,SES425054
INT0003020,USR01247,DST0014,view,0.2648,2025-08-15 06:06:41,94.0,Desktop,,SES884489
INT0003021,USR01877,DST0001,bookmark,0.6566,2025-12-08 09:59:41,,Desktop,,SES447564
INT0003022,USR01902,DST0005,share,0.8745,2025-07-12 03:07:41,,iOS,,SES437222
INT0003023,USR01131,DST0021,view,0.2723,2025-03-21 19:33:41,249.0,iOS,,SES433088
INT0003024,USR01112,DST0005,like,0.6717,2025-04-26 06:54:41,,Android,,SES632743
INT0003025,USR01923,DST0028,review,0.8191,2025-05-05 04:38:41,,Web,4.7,SES330514
INT0003026,USR01657,DST0023,bookmark,0.7505,2025-08-19 07:06:41,,Web,,SES574596
INT0003027,USR01494,DST0010,book,1.0,2025-03-23 02:21:41,,Android,,SES798744
INT0003028,USR01363,DST0027,book,1.0,2025-09-10 02:45:41,,Android,,SES996146
INT0003029,USR01789,DST0014,like,0.5721,2026-01-14 04:03:41,,Android,,SES697059
INT0003030,USR01341,DST0028,bookmark,0.6392,2026-01-23 02:08:41,,Desktop,,SES877107
INT0003031,USR01762,DST0028,bookmark,0.6682,2025-05-23 20:04:41,,Android,,SES492390
INT0003032,USR00390,DST0018,book,1.0,2025-06-01 10:02:41,,Web,,SES168491
INT0003033,USR00435,DST0028,like,0.6486,2025-09-19 22:40:41,,Desktop,,SES218805
INT0003034,USR01290,DST0006,view,0.1229,2025-07-08 03:25:41,10.0,Desktop,,SES961578
INT0003035,USR00911,DST0026,view,0.2603,2025-07-04 23:18:41,456.0,iOS,,SES424009
INT0003036,USR01705,DST0020,book,1.0,2025-07-16 10:19:41,,Web,,SES311856
INT0003037,USR00209,DST0016,bookmark,0.765,2026-02-16 00:40:41,,Android,,SES772181
INT0003038,USR01374,DST0002,view,0.1269,2025-04-26 02:45:41,44.0,Android,,SES294030
INT0003039,USR00298,DST0018,share,0.8061,2026-02-08 11:09:41,,Web,,SES242978
INT0003040,USR01875,DST0008,bookmark,0.7347,2025-10-23 04:35:41,,Android,,SES766857
INT0003041,USR00618,DST0019,like,0.6418,2026-03-13 04:20:41,,Web,,SES615067
INT0003042,USR00960,DST0021,review,0.9679,2025-06-23 23:24:41,,Web,3.7,SES184428
INT0003043,USR01712,DST0026,bookmark,0.7581,2025-06-19 02:24:41,,Web,,SES329761
INT0003044,USR00513,DST0020,bookmark,0.7134,2026-03-03 07:57:41,,Desktop,,SES406940
INT0003045,USR00597,DST0008,like,0.6813,2025-03-20 00:02:41,,Android,,SES338337
INT0003046,USR00042,DST0002,review,0.814,2026-02-07 04:24:41,,Desktop,3.7,SES698797
INT0003047,USR00959,DST0018,share,0.7505,2025-08-09 02:27:41,,Web,,SES323634
INT0003048,USR00617,DST0009,book,1.0,2025-07-09 23:57:41,,Android,,SES513293
INT0003049,USR00165,DST0008,share,0.8031,2025-03-29 10:38:41,,iOS,,SES608091
INT0003050,USR00250,DST0010,share,0.7611,2025-10-13 02:12:41,,Desktop,,SES285821
INT0003051,USR00108,DST0007,like,0.5446,2026-01-21 03:39:41,,iOS,,SES600081
INT0003052,USR01981,DST0023,bookmark,0.6686,2025-09-17 20:34:41,,iOS,,SES856184
INT0003053,USR01489,DST0008,view,0.1058,2025-03-27 06:11:41,703.0,Android,,SES365455
INT0003054,USR00483,DST0022,review,0.9673,2026-01-04 21:01:41,,Web,4.3,SES621512
INT0003055,USR00187,DST0018,book,1.0,2025-08-12 20:50:41,,iOS,,SES175174
INT0003056,USR01480,DST0010,share,0.7378,2025-11-10 20:34:41,,Web,,SES437721
INT0003057,USR00711,DST0025,book,1.0,2026-02-09 06:53:41,,Desktop,,SES796415
INT0003058,USR00227,DST0018,view,0.2494,2025-06-19 08:50:41,374.0,iOS,,SES658314
INT0003059,USR01299,DST0012,book,1.0,2025-06-15 09:41:41,,Web,,SES789637
INT0003060,USR00927,DST0009,bookmark,0.7163,2025-09-20 19:55:41,,Desktop,,SES299556
INT0003061,USR00465,DST0016,book,1.0,2025-07-11 10:31:41,,iOS,,SES202858
INT0003062,USR00599,DST0013,like,0.512,2025-06-27 19:40:41,,iOS,,SES908957
INT0003063,USR01539,DST0029,review,0.8354,2025-09-14 05:55:41,,Web,4.0,SES816160
INT0003064,USR00597,DST0020,like,0.5981,2025-12-06 02:43:41,,Android,,SES275098
INT0003065,USR01868,DST0027,review,0.9529,2026-03-01 01:41:41,,Desktop,3.6,SES944238
INT0003066,USR01617,DST0020,like,0.6242,2025-05-07 05:42:41,,iOS,,SES839202
INT0003067,USR01645,DST0014,like,0.5909,2026-02-07 01:23:41,,Desktop,,SES870297
INT0003068,USR00979,DST0002,view,0.1417,2025-05-25 23:08:41,759.0,Desktop,,SES780771
INT0003069,USR01577,DST0015,bookmark,0.6597,2025-03-27 03:45:41,,iOS,,SES334720
INT0003070,USR01996,DST0015,book,1.0,2025-05-24 09:49:41,,iOS,,SES930586
INT0003071,USR01666,DST0009,like,0.6317,2025-11-08 11:35:41,,iOS,,SES843089
INT0003072,USR00443,DST0021,book,1.0,2026-01-30 07:19:41,,Desktop,,SES331736
INT0003073,USR01275,DST0006,view,0.1217,2025-05-26 08:05:41,886.0,Desktop,,SES559050
INT0003074,USR00451,DST0011,book,1.0,2026-01-28 09:37:41,,Web,,SES414674
INT0003075,USR01600,DST0029,share,0.824,2026-02-24 03:53:41,,iOS,,SES713851
INT0003076,USR00480,DST0028,book,1.0,2025-05-31 20:58:41,,Desktop,,SES701299
INT0003077,USR01818,DST0029,like,0.6079,2025-10-19 10:52:41,,Desktop,,SES341875
INT0003078,USR01277,DST0013,share,0.7806,2025-11-01 06:47:41,,Android,,SES369309
INT0003079,USR00019,DST0021,review,0.9001,2025-04-09 22:28:41,,Desktop,3.6,SES256439
INT0003080,USR01626,DST0018,book,1.0,2025-11-24 11:18:41,,Desktop,,SES229628
INT0003081,USR01878,DST0017,like,0.6412,2025-12-21 19:32:41,,Android,,SES251783
INT0003082,USR00350,DST0029,like,0.5588,2025-08-27 21:54:41,,Web,,SES688800
INT0003083,USR00887,DST0013,share,0.7996,2025-07-04 11:36:41,,iOS,,SES890771
INT0003084,USR01170,DST0006,like,0.6347,2025-05-14 01:13:41,,Desktop,,SES727876
INT0003085,USR00160,DST0015,share,0.7889,2025-06-08 09:37:41,,Web,,SES695461
INT0003086,USR01133,DST0009,view,0.2358,2025-08-26 04:53:41,163.0,Android,,SES889280
INT0003087,USR01271,DST0005,share,0.8613,2025-10-12 10:09:41,,Web,,SES594220
INT0003088,USR00227,DST0017,review,0.898,2026-03-14 23:10:41,,Android,3.1,SES183034
INT0003089,USR01880,DST0015,review,0.8358,2025-03-21 20:05:41,,iOS,4.4,SES550983
INT0003090,USR00631,DST0025,like,0.5334,2026-01-17 04:30:41,,iOS,,SES372550
INT0003091,USR01991,DST0011,book,1.0,2025-03-26 00:47:41,,Web,,SES952537
INT0003092,USR01325,DST0027,view,0.2154,2025-07-26 06:34:41,342.0,Web,,SES202276
INT0003093,USR00911,DST0025,share,0.7844,2025-08-26 20:17:41,,iOS,,SES527410
INT0003094,USR00303,DST0017,review,0.9937,2026-02-17 02:09:41,,Android,3.6,SES306028
INT0003095,USR01752,DST0001,share,0.8001,2025-12-10 04:52:41,,Android,,SES728845
INT0003096,USR01350,DST0019,view,0.1829,2025-07-07 10:28:41,66.0,Web,,SES418033
INT0003097,USR01185,DST0002,share,0.7508,2026-01-22 21:20:41,,Desktop,,SES844718
INT0003098,USR01091,DST0029,review,0.8201,2026-02-07 10:14:41,,Desktop,4.2,SES138988
INT0003099,USR00689,DST0007,book,1.0,2026-01-28 05:37:41,,Web,,SES289278
INT0003100,USR01715,DST0019,share,0.8804,2025-11-22 01:38:41,,Android,,SES132010
INT0003101,USR00518,DST0029,view,0.1512,2026-03-05 09:10:41,707.0,Web,,SES766549
INT0003102,USR00617,DST0004,view,0.2645,2025-04-01 07:47:41,564.0,Desktop,,SES282523
INT0003103,USR01427,DST0023,like,0.5519,2025-06-07 21:28:41,,Web,,SES559233
INT0003104,USR01321,DST0010,share,0.7338,2026-03-12 03:30:41,,Web,,SES540146
INT0003105,USR00144,DST0015,like,0.5355,2026-01-01 23:40:41,,Desktop,,SES949666
INT0003106,USR01425,DST0023,share,0.7655,2026-03-11 20:26:41,,Web,,SES502200
INT0003107,USR01067,DST0009,view,0.2712,2025-11-21 05:40:41,124.0,iOS,,SES911092
INT0003108,USR00373,DST0013,like,0.5011,2025-08-24 21:22:41,,iOS,,SES237880
INT0003109,USR01257,DST0017,like,0.5303,2025-03-30 04:06:41,,Web,,SES926296
INT0003110,USR01434,DST0002,like,0.6029,2025-06-21 20:50:41,,iOS,,SES628321
INT0003111,USR00937,DST0007,bookmark,0.6738,2026-02-27 23:58:41,,Web,,SES449339
INT0003112,USR01112,DST0013,share,0.875,2025-06-02 10:56:41,,Desktop,,SES305739
INT0003113,USR01986,DST0024,book,1.0,2025-09-30 22:32:41,,Android,,SES528059
INT0003114,USR01242,DST0027,bookmark,0.6316,2026-01-14 05:37:41,,Android,,SES517030
INT0003115,USR01755,DST0004,bookmark,0.7434,2025-05-07 01:41:41,,Android,,SES218953
INT0003116,USR01938,DST0027,like,0.6264,2025-06-09 01:59:41,,Web,,SES757094
INT0003117,USR00371,DST0009,share,0.758,2025-11-26 05:44:41,,Web,,SES667001
